STIS Model Line Spread Function vs Aperture at 170 nm
Rel pixel    0.1x0.03  0.2x0.06   0.2x0.2     6x0.2
 -1.663        0.0789    0.0988    0.1586    0.1722
 -1.559        0.1002    0.1237    0.1793    0.1915
 -1.455        0.1276    0.1547    0.2037    0.2141
 -1.351        0.1624    0.1923    0.2321    0.2402
 -1.248        0.2055    0.2371    0.2649    0.2702
 -1.144        0.2577    0.2893    0.3022    0.3041
 -1.040        0.3196    0.3487    0.3440    0.3419
 -0.936        0.3909    0.4144    0.3897    0.3832
 -0.832        0.4708    0.4851    0.4386    0.4272
 -0.728        0.5572    0.5589    0.4895    0.4728
 -0.624        0.6473    0.6330    0.5406    0.5186
 -0.520        0.7368    0.7044    0.5900    0.5628
 -0.416        0.8207    0.7698    0.6353    0.6033
 -0.312        0.8938    0.8256    0.6743    0.6380
 -0.208        0.9507    0.8688    0.7046    0.6650
 -0.104        0.9871    0.8966    0.7244    0.6826
  0.000        1.0000    0.9075    0.7325    0.6898
  0.104        0.9883    0.9007    0.7284    0.6861
  0.208        0.9531    0.8767    0.7124    0.6718
  0.312        0.8971    0.8370    0.6857    0.6479
  0.416        0.8248    0.7840    0.6498    0.6159
  0.520        0.7412    0.7207    0.6070    0.5777
  0.624        0.6518    0.6506    0.5596    0.5354
  0.728        0.5617    0.5770    0.5097    0.4909
  0.832        0.4749    0.5031    0.4596    0.4460
  0.936        0.3947    0.4315    0.4109    0.4024
  1.040        0.3229    0.3645    0.3649    0.3612
  1.144        0.2605    0.3035    0.3226    0.3232
  1.248        0.2078    0.2495    0.2846    0.2889
  1.351        0.1643    0.2028    0.2510    0.2585
  1.455        0.1292    0.1634    0.2219    0.2320
  1.559        0.1014    0.1309    0.1969    0.2091
  1.663        0.0798    0.1045    0.1756    0.1895
  1.767        0.0634    0.0835    0.1576    0.1726
  1.871        0.0511    0.0671    0.1422    0.1580
  1.975        0.0420    0.0545    0.1290    0.1453
  2.079        0.0355    0.0449    0.1175    0.1339
  2.183        0.0307    0.0377    0.1073    0.1236
  2.287        0.0273    0.0323    0.0980    0.1139
  2.391        0.0248    0.0284    0.0894    0.1046
  2.495        0.0230    0.0255    0.0812    0.0957
  2.599        0.0216    0.0232    0.0735    0.0870
  2.703        0.0204    0.0216    0.0661    0.0784
  2.807        0.0195    0.0202    0.0591    0.0702
  2.911        0.0186    0.0191    0.0525    0.0623
  3.015        0.0179    0.0182    0.0464    0.0549
  3.119        0.0171    0.0174    0.0409    0.0481
  3.223        0.0164    0.0166    0.0358    0.0419
  3.327        0.0157    0.0159    0.0314    0.0364
  3.431        0.0151    0.0152    0.0275    0.0316
  3.535        0.0144    0.0145    0.0242    0.0274
  3.639        0.0138    0.0139    0.0214    0.0239
  3.743        0.0131    0.0133    0.0190    0.0210
  3.846        0.0125    0.0127    0.0171    0.0185
  3.950        0.0119    0.0121    0.0154    0.0165
  4.054        0.0113    0.0115    0.0140    0.0149
  4.158        0.0108    0.0109    0.0129    0.0135
  4.262        0.0102    0.0103    0.0119    0.0124
  4.366        0.0097    0.0098    0.0110    0.0114
  4.470        0.0092    0.0093    0.0103    0.0106
  4.574        0.0086    0.0088    0.0097    0.0099
  4.678        0.0082    0.0083    0.0091    0.0093
  4.782        0.0077    0.0078    0.0085    0.0087
  4.886        0.0072    0.0074    0.0080    0.0082
  4.990        0.0068    0.0069    0.0076    0.0077
  5.094        0.0064    0.0065    0.0071    0.0073
  5.198        0.0060    0.0061    0.0067    0.0069
  5.302        0.0056    0.0057    0.0063    0.0065
  5.406        0.0053    0.0054    0.0059    0.0061
  5.510        0.0049    0.0050    0.0056    0.0057
  5.614        0.0046    0.0047    0.0052    0.0054
  5.718        0.0043    0.0044    0.0049    0.0051
  5.822        0.0040    0.0041    0.0046    0.0047
  5.926        0.0037    0.0038    0.0043    0.0044
  6.030        0.0034    0.0035    0.0040    0.0042
  6.134        0.0032    0.0033    0.0038    0.0039
  6.238        0.0029    0.0030    0.0035    0.0036
  6.341        0.0027    0.0028    0.0033    0.0034
  6.445        0.0025    0.0026    0.0030    0.0032
  6.549        0.0023    0.0024    0.0028    0.0029
  6.653        0.0021    0.0022    0.0026    0.0027
  6.757        0.0020    0.0020    0.0024    0.0025
  6.861        0.0018    0.0019    0.0023    0.0024
  6.965        0.0017    0.0017    0.0021    0.0022
  7.069        0.0015    0.0016    0.0019    0.0020
  7.173        0.0014    0.0015    0.0018    0.0019
  7.277        0.0013    0.0013    0.0016    0.0017
  7.381        0.0012    0.0012    0.0015    0.0016
  7.485        0.0011    0.0011    0.0014    0.0015
  7.589        0.0010    0.0010    0.0013    0.0014
  7.693        0.0009    0.0009    0.0012    0.0012
  7.797        0.0008    0.0008    0.0011    0.0011
  7.901        0.0007    0.0008    0.0010    0.0011
  8.005        0.0007    0.0007    0.0009    0.0010
  8.109        0.0006    0.0006    0.0008    0.0009
  8.213        0.0006    0.0006    0.0008    0.0008
  8.317        0.0005    0.0005    0.0007    0.0007
  8.421        0.0005    0.0005    0.0006    0.0007
  8.525        0.0004    0.0004    0.0006    0.0006
  8.629        0.0004    0.0004    0.0005    0.0006
  8.733        0.0003    0.0003    0.0005    0.0005
  8.836        0.0003    0.0003    0.0004    0.0005
  8.940        0.0003    0.0003    0.0004    0.0004
  9.044        0.0002    0.0003    0.0004    0.0004
  9.148        0.0002    0.0002    0.0003    0.0003
  9.252        0.0002    0.0002    0.0003    0.0003
  9.356        0.0002    0.0002    0.0003    0.0003
  9.460        0.0002    0.0002    0.0002    0.0003
  9.564        0.0001    0.0001    0.0002    0.0002
  9.668        0.0001    0.0001    0.0002    0.0002
  9.772        0.0001    0.0001    0.0002    0.0002
  9.876        0.0001    0.0001    0.0002    0.0002
  9.980        0.0001    0.0001    0.0001    0.0002
 10.084        0.0001    0.0001    0.0001    0.0001
 
